"","AlignID","Factor","tmean","FoundIn","A_060223_002","A_060223_003","A_060223_004","A_060223_005","A_060223_SHB22","A_062923_003","A_062923_004","A_062923_005","A_062923_006","A_062923_007","Q_102623_012","Q_102623_But1","Q_102623_But2","Q_102623_But3","Q_102623_But4","Q_102623_But5","A_060223_SHB1","A_060223_SHB10","A_060223_SHB11","A_060223_SHB12","A_060223_SHB13","A_060223_SHB16","A_060223_SHB17","A_060223_SHB21","A_060223_SHB23","A_060223_SHB24","A_060223_SHB4","A_060223_SHB8","A_062923_SHB1","A_062923_SHB10","A_062923_SHB12","A_062923_SHB5","A_062923_SHB7","A_20210825_001","A_20210825_004","A_20210825_011","A_20210825_014","A_20210825_016","A_20220308_009","A_20220308_010","A_20220308_012","A_20220308_018","Q_102623_004","Q_102623_005","Q_102623_009","Q_102623_010","Q_102623_017","A_060223_SHB14","A_060223_SHB18","A_060223_SHB5","A_060223_SHB6","A_060223_SHB7","A_060223_SHB9","A_062923_SHB11","A_062923_SHB16","A_062923_SHB18","A_062923_SHB19","A_062923_SHB21","A_062923_SHB3","A_062923_SHB4","A_062923_SHB6","A_20210825_002","A_20210825_012","A_20210825_017","A_20220308_004","A_20220308_006","A_20220308_011","A_20220308_014","A_20220308_015","A_20220308_016","Q_102623_001","Q_102623_002","Q_102623_006","Q_102623_008","Q_102623_011","Q_102623_014","Q_102623_015","Q_102623_016","Q_102623_018","Q_102623_021","Q_102623_022","Q_102623_027","A_060223_SHB15","A_060223_SHB19","A_060223_SHB2","A_060223_SHB20","A_060223_SHB3","A_062923_SHB13","A_062923_SHB14","A_062923_SHB15","A_062923_SHB17","A_062923_SHB2","A_062923_SHB20","A_062923_SHB22","A_062923_SHB8","A_062923_SHB9","A_20210825_013","A_20210825_015","A_20210825_018","A_20220308_005","A_20220308_007","A_20220308_008","A_20220308_013","A_20220308_017","Q_102623_003","Q_102623_007","Q_102623_013","Q_102623_019","Q_102623_020","Q_102623_023","Q_102623_024","A_20210825_019","A_20220308_003","Q_102623_025","Q_102623_026"
"48",393,"Factor #393",22.7833,115,1349.396,2651.409,1251.94,4957.073,872.7982,2667.383,515.0831,138.9197,67.5014,120.3286,213503.6,169163.3,193724.4,201834.3,250672.6,117050,362.6592,518.719,138.3375,436.9649,554.022,217.1335,245.2255,336.3672,737.0615,330.963,404.6005,678.5958,223.3971,104.6681,105.3604,162.0269,238.5684,1684413,841544,5157706,32525357,13300480,277.7545,82848,114.7329,353315,25136.24,34729.61,47133.31,86560.38,44468.36,64915147,559.9846,433.631,101.1795,142.1613,395.1298,103.5156,98.25572,3456,217.8049,231.525,223.1636,201.6961,256.6345,684269,27047976,14989086,720801,454100,231.9588,108.7592,75.10191,662121,133939.6,14914.64,115602.8,19488.51,47174.62,24276.24,29687.94,58852.18,20613.52,39355.17,18945.2,32390.83,720.3827,53744287,50216389,108.9693,411.1161,7726596,62045408,134.5626,319.5125,329.2094,223.0606,216.5233,51059654,165.2305,303339,29733910,3668987,769293,2236659,590246,1249049,107.3083,16953.85,28660.07,49094.67,48334.67,30433.45,47116.31,24111.31,198034,39.39051,74676.18,133609
"49",419,"Factor #419",22.8583,115,3011.563,5654.633,3040.297,10072.83,282.8378,833.9873,1135.459,900.5456,249.2878,301.1312,379340,156229.7,290167.3,452927.6,382665.4,155614.5,4285.486,820.372,559.5245,16648,1958.47,405.2571,4370.008,3624.948,1876.557,2265.729,1067.534,2352.318,326.9607,340.4563,20455,34393,214.4022,257.4335,174.1125,232128,237306,25429,218176,451.6948,276219,110200,540018.6,295167.2,507677.6,674903.2,384056.2,1076.488,2488.384,3170.296,4236.192,922.081,1781.914,15337,364.785,32208,23441,24842,231.4905,370.4363,12594,97.17353,66017,282.5344,267.6711,231395,17800,27661,6038,25975,618086.8,539273.9,524781,79413.16,424374.6,494187.8,269622.1,535926.8,577509.1,158949.5,21064.29,249029.2,1390.617,2323.056,5921.301,561.0537,944.5279,547.1557,246.1758,437.4475,742.527,320.2248,228.2396,34163,349.9177,224.7165,437.1797,245.7023,343.3323,262338,156664,172264,197013,248937,670466.7,317866.8,317689.4,414560.4,367379.7,331643.3,219375.8,767.4736,184.3811,506297.8,66070.69
"50",389,"Factor #389",22.8804,115,2617.81,3411.708,2333.145,4209.93,22994,543.2479,729.0297,453.9072,193.6358,116.4954,136249.8,210199,340903.4,218016.7,234156.7,134903.2,51140546,41102843,54232302,53543328,53113849,52745084,51626171,73624784,1051.209,52614438,22901285,52852824,7358207,124.9876,136.2786,185.9368,57309305,28345997,220.9616,27129733,211.0172,37487791,658057,98.81137,140.6979,298.8425,38878.26,55611.4,77541.34,89630.3,67932.65,597.5818,59364795,67592491,55881307,213.9664,53047528,111.3167,68267537,8670576,70206903,59701086,55886527,68634881,318.3384,122.822,11827566,151.5723,109.6105,248.1932,165.0125,128.749,109.4966,271.3835,225460.4,82742.52,241619,11761291,42109.16,102627.1,50144.33,170442.8,61964.62,79475.93,29760.69,32466.27,74877789,50807152,1361.077,72443151,809.0086,51663650,223.7145,56771659,367.3852,376.662,295.9192,232.5687,200.9304,50867587,281.6643,136.4644,252.6628,372.8941,67.22297,219.5753,148.6916,137.574,103175.3,43224.14,260733.3,54104.61,66512.95,114506.8,28815.88,1092.162,53.90202,20540.42,153353.5
"51",418,"Factor #418",22.8896,115,1821.964,2535.34,3203.99,3756.425,5635.956,366.1115,236.6149,95.97001,159.6787,115.0503,443698.2,200871.8,186559.7,198736.4,210351.9,161827.8,3528.658,1770.61,697.4591,1509.702,2603.953,13158,1812.136,6877.532,3366.048,15333,2275.879,4299.013,57165,688.2571,26971,29150,461.4958,387.1897,921.7229,68.9771,71924,623.9525,99852,33372,474.9259,87695,393868.8,713123.3,420228.5,525071,545642.9,2033.306,2084.941,2224.591,2376.085,483.3576,848.7675,461.7345,118.4238,577.3237,15753,334.2845,36260,22452,69906,143.1129,336.3737,110.6793,26445,22292,31363,32417,24432,10236,555122.8,663689.1,787324.7,4758174,730629.5,504791,536114.4,709171.9,607675.6,446564,79525.16,123943.8,2748.128,4378.29,2460.335,35554,5330.304,24750,766.2467,543.743,450.7068,54067,24150,30665,33614,20014,70.93651,243.8721,126374,9377,423.7413,217.1297,383.4648,110458,654752.8,739022.1,399035,511643,584240.2,416063.6,585663.1,282.9868,524.0138,377659.9,448516.3
"52",388,"Factor #388",22.9523,115,2437.389,1947.392,1161.23,2080.744,5235.831,601.9903,870.5084,1632.168,112.7825,97.5725,527387.9,291289.8,282250.1,209161.8,153007.6,209490.3,3922557,3351.168,1942.77,2662.303,6012.555,3289.103,2006.53,4732.646,3601398,5348710,17909746,8246.35,276.8859,1467.61,3712756,1151.618,42261380,16768959,676.0353,20346990,204.4909,191.2962,350876,48316,282.448,547.8516,430495.8,379475.7,578312.4,391372.9,260134,25292979,6405546,29147745,25478451,4069705,26546381,6246167,414.3847,755.7775,3380940,4498691,949.5876,444.111,3424049,521.6583,341.658,606.6966,227.6666,559161,1576.892,553.3147,392050,307.4343,549084,467946.3,137867,112997.4,525588.3,480728.1,226921.8,156016,413625.2,282231,88752.71,516804,7060.619,2535.057,8171.295,1819.152,19128589,33504363,18677678,279.5272,648.3947,375.3344,5277441,3873078,231.2002,3659234,148.7579,394.4372,21958181,1122229,264550,915126,1244211,373418,270283,441902.4,248053,483732.3,368315.5,398119.6,357403,88933,208.289,284131.8,381676.9
"53",437,"Factor #437",23.3554,115,660.1859,651.1394,907.6015,2662.842,4161.236,295.2311,224.7771,89.0507,64.49174,124.946,306664.8,150181.9,205378.5,160240.5,110062,182022.2,53886,17029,11258,36951,15501,44984,2356.99,20085,2846.62,49955,1571.398,1532.152,251487,131.2913,354.4079,48676,12373,136.0481,194.688,112776,107257,31739,15770,9844,393.5599,24679,155261.3,533206.2,337812.5,105086.1,353751.6,1150.846,947.075,2197.875,4049.146,89861,878.6723,313.1848,150.2935,130.5749,156.6085,242.9227,192.6425,471.8549,129.9234,133.0947,534361,112.6799,6721,11050,10444,21447,15656,21419,425183,265808.8,298159.8,66491.61,232158.5,266421.5,283294.6,67631.12,370096.8,229510.2,55558.45,34572.42,18626,1392.748,1200.388,12032,14111,92552,257.0285,416.8104,550.6669,157911,94212,64688,182859,53183,96.86927,201.2816,859530,6453,311.8049,12328,9329,561665,410552.8,239358.9,453925.7,425930,130793.8,113936.8,120420.3,213.4747,402.5766,365467.2,172783.5
"54",449,"Factor #449",23.3659,115,1889.462,2235.417,2793.61,3245.164,5132.203,864.4942,229.7068,72.56432,38.03541,125.2163,264281.9,61328.28,389407.6,63249.57,123915.1,78315,752.6766,2008.736,2636.989,950.4354,1024.929,1069.155,1822.944,1937.199,4260.578,1353.841,1331.279,1603.488,278337,30162,85373,31406,619.0504,374.2755,303.0362,676.5625,239.3105,720.5898,315.584,170.8724,508.1213,469.9417,114223,1170455,77466.59,241963.2,126700.7,13745,88699,2251.56,80972,88783,20518,39217,86828,172374,722149,41503,193169,215599,314.5265,132.6199,419.1282,133.4795,177.8194,211.8238,558.8665,453.4528,332.7707,162.5979,446202.7,56173.41,247817.7,1958319,100117.7,172478,245787,142680.5,36325.49,109277.1,57418.57,32641.26,18159,2059.857,2927.1,56536,827.199,57684,179.5988,341.6073,47278,159598,295064,349658,210808,61988,116.2045,257.4693,155.2603,452.3975,420.6781,257.3108,437.6407,189.8037,210802,104381.4,146098.4,8452815,27871623,83282.01,103881.2,282.681,504.8983,345989.8,458537.9
"55",475,"Factor #475",23.5442,115,11874.21,5397.952,8639.583,11506.97,7544.061,1187.413,4266.543,923.41,3307.319,1909.313,2383930,203760.6,115699.7,47913.29,169167.9,190198.5,10102.94,15430.48,21775.8,25061.2,15074.9,38269.33,25907.84,27569.33,11216.89,11809.81,31334.36,43230.02,6304.151,5701.011,4768.118,1825.703,5761.335,2443.317,3339.143,3735.172,2497.565,2273.442,1967.503,11187.4,676.1354,10397.29,184849,84760,319607,133375,93963,12333.09,3364.799,16361.96,6074.383,12808.11,42024.81,5426.385,4666.832,4349.783,1908.499,1634.948,4186.43,1885.193,4764.804,4624.135,1609.456,1455.255,4647.362,5480.494,3515.515,1022.566,7144.496,3565.08,154925,94856,71864,145015,221277,72320,64960,208047,192809,131019,71182,111080,5550.737,36513.78,28896.87,41732.99,17709.84,3627.376,2898.023,3128.241,4942.569,7110.467,5313.375,1451.656,12445.98,3947.654,1159.073,1316.798,1288.724,3458.55,13360.81,6224.79,1764.547,12419.41,75087,81504,196544,65097,67900,74329,60019,1060.656,6500.598,87747,1693627
"56",480,"Factor #480",23.6264,115,11681.52,5289.299,8481.959,11319.76,7377.133,1164.367,4215.548,900.9889,3224.348,1884.539,72784,197135.6,110183.5,167552.3,166386.2,184061,21336.86,14607.08,25071.81,18539.43,14092.64,29787.25,19584.09,5333,4786.947,15999.72,23943.85,44877.81,4970.632,4632.056,6812.905,11463.29,8441.648,4547.099,1063.718,3598.018,2411.704,2013.153,1898.654,10879.14,657.7854,5372.849,84008,73925,164094,293691,177523,2575.84,2171.326,5348.356,3735.478,50186.84,23834.17,7017.917,6614.074,4162.951,8798.693,2661.484,7079.198,528.5841,4187.961,4746.272,1600.679,1401.106,5699.196,5301.319,3456.152,996.1692,3509.268,3843.554,172768,165956,291865,2769816,63661,74280,119432,140874,115944,120125,299015,55077,32455.86,21530.85,27830.28,52514.44,22449.33,8004.836,4250.639,2009.792,7861.369,7845.35,5071.124,6445.259,2214.826,3923.206,686.3383,889.6917,1051.266,2459.112,12119.2,1149.788,1713.019,11470.02,92712,144383,289402,102422,78242,60679,62168,1018.668,6108.399,207756,175369
"57",466,"Factor #466",23.6605,115,9723.398,4217.036,6923.771,9513.754,5692.068,924.234,3603.603,682.1982,2387.176,1644.627,1087734,68356.38,64772.27,58647.87,126885.3,71449.31,15257.89,8592.246,7690.902,26626.58,5920.546,18000.94,10974.34,15876.01,9273.868,10451.4,11457.38,7259.915,2590.053,6044.848,1640.519,4490.006,5245.022,1111.555,4367.693,1912.45,1295.23,1267.675,785.2795,7349.914,5294.754,3974.2,189708,83928,165253,102251,77814,2344.423,31443.59,5484.999,7178.898,15687.7,11383.81,1283.582,487.2382,5484.908,831.5253,779.5317,2100.386,333.7861,2677.132,1236.075,1008.894,859.2979,1115.883,3269.56,2822.898,1896.726,2380.458,2963.39,76352,77416,330505,239910,82040,177146,80784,109546,99046,64505,77619,63192,1515,16739.28,22761.78,26578.32,11578.18,2699.763,5663.98,1792.167,4070.898,6220.932,1934.412,1699.655,8393.564,2601.354,334.5864,696.1714,1090.377,1699.949,1748.465,2192.627,1117.676,2154.123,2382975,101247,239644,213364,102540,442406.5,139210,654.6213,4546.645,196024,135533
"58",472,"Factor #472",23.6744,115,10421.69,4607.587,7487.849,10160.45,6335.398,1013.476,3813.96,759.777,2702.024,1730.856,1290973,161179.5,83762.46,137905.6,137208.4,139674.5,39255.44,8452.712,23690.91,4087.349,18165.68,2093.559,22952.05,21953.4,11456.76,24737.65,9324.885,8599.214,2661.489,1144.275,5350.409,1775.388,1281.045,3217.092,1115.138,2634.827,1773.661,1603.664,1421.644,8736,527.835,3539.029,85304,291466,231615,172816,175630,1981.315,5730.563,2869.532,2562.348,10030.75,5033.603,7173.311,1570.341,1942.451,2977.519,1748.154,1684.998,3005.181,4583.277,4948.01,1429.456,1059.33,3842.616,4025.672,3067.47,1218.966,2714.442,3047.865,166518,152919,190483,89015,77080,301903,140682,106976,139889,604893.9,67559,76818,18901.15,20882.13,20152.92,26252.59,25267.54,2612.739,4283.377,3637.227,3899.228,2900.077,546.1962,2634.59,3236.983,1117.754,545.2903,744.6219,1994.013,2281.117,9143.572,546.0648,1356.779,8534.049,153276,105750,68712,129442,70416,114448,124115,711.5589,5241.727,54976,120244
"59",458,"Factor #458",23.7743,115,978.3993,851.845,1415.211,1129.328,5584.578,272.5546,241.9619,118.8564,68.49363,134.9085,716301.3,135252.8,265716.2,160711.6,141573.1,253471.1,54500,3080.707,10583,15064,30392,125544,774.6182,23991,3592.914,54422,1725.128,46612,334.4146,193.0496,490.0701,396.6363,12482,21290,459.4947,1126702,1353801,267980,393.4553,353.6442,588.2317,134.6618,313403.6,425366,161071.3,179228.4,370432.8,44807,145526,1596.585,7628.683,19392,777.5943,417.771,13467,100284,324.0685,26802,112106,347.3832,207819,243.2913,522624,155.6232,212.8284,259.7216,351.839,512.6129,377.585,175.9111,474925,401462.3,524624,151466.7,411437.3,139415.6,349233.6,393219.7,233702.7,317425.6,44933.45,157707.3,44773,26944,2366.969,4961,23278,31493,352.9919,481.8358,801.3683,255.6916,10426,77768,171942,53039,150.1626,291.5895,554797,524.9284,350.8676,309.7658,505.8074,220.419,458422.4,406668.8,653673.1,157259.6,287608.1,372061.5,159272,309.4933,546.9338,338713.1,458347.6
"60",538,"Factor #538",23.8287,115,9994.61,4367.422,7146.409,9747.598,5914.87,956.6011,3657.252,716.9245,2502.953,1674.542,537475.1,148274.4,78923.94,78752.81,86571.92,59355.36,12779.48,8239.113,24585.19,3932.909,13790.08,7307.072,19775.28,9810.989,7690.829,4780.089,4569.65,20246.61,1749.212,1045.053,3268.382,1354.456,2561.425,976.5968,940.4108,1109.102,791.1422,1502.744,452.4913,7862.335,3337.487,7260.058,150427,367962,277815,135141,162178,1791.361,5970.188,18916.12,2311.32,19508.39,7702.674,4979.68,4419.222,1849.061,2725.828,1456.989,1810.319,5386.01,3428.622,2462.188,1059.008,906.1063,2799.301,3464.815,2892.216,1300.521,4257.727,2908.173,308895,126462,94249.14,159172,77208,106449,135461,283923,78824,131278,130195,88128,7707.483,6286.403,8067.809,14913.81,12164.6,2485.464,6624.771,2496.825,6036.434,3146.15,1447.078,2012.024,2401.889,1372.085,500.9192,673.2765,612.5445,2579.19,8716.524,1910.079,1200.046,7438.679,190080,81348,128850,66408,68888,138343,184999,607.2781,1700.593,164709,105867
"61",512,"Factor #512",23.8566,115,1808.628,3301.205,2533.258,6522.585,5377.899,1803.505,846.9273,663.3709,172.2594,217.1199,419327,170896.9,189074.2,258182.1,263549.8,136486.9,391757,138958,1794.98,726832,872554,489.5727,2857.958,67079,2270.892,1040.697,30180,252353,275.1187,276.905,403.4225,237.9422,252803,17510,140.5372,336177,447859,81037,630.6832,307.685,300.4956,478.604,235822.4,256935.2,177743.5,435051.6,80473.1,160870,124650,21100,493368,176355,38931,58797,146.7807,281.7462,94.1333,275.2664,291.8611,443.763,465.1926,19379,285371,227.2848,233.9171,554.815,395.4698,212.9183,128.7177,230.9878,428589.5,402483.9,579071.9,28883.74,127544.7,444988.4,106801.1,317924.7,495583.6,150915.6,68542.09,153406.6,1341.56,47727,4072.206,899.4897,493194,434.0275,147.4362,12303,102.1338,452.6901,2177220,296.7473,334.0025,202.3074,385.7542,315.6659,677552,760.2356,243.5541,303.2213,169.1311,287.2437,546342.5,101118.9,279787.6,127381.6,259105.1,194349.2,271021.3,1495.881,171.4617,378771.5,273219.8
"62",522,"Factor #522",23.8689,115,9554.926,4134.081,6806.92,9374.169,5537.133,902.216,3550.704,668.8273,2317.641,1626.526,974698.8,135448.1,63022.71,109287.5,113456.1,104940.5,1757.85,7747.552,10536.17,3775.863,9957.743,6428.173,19023.54,20142.39,11445.9,5020.083,8585.26,11642.54,1972.733,2532.737,3155.731,3079.198,4895.908,2078.528,2156.332,1687.475,1142.476,1179.387,993.0817,6999.236,3045.814,3293.158,270461,106044,83532,78406,148945,1595.289,8643.193,1555.075,2237.156,8114.106,15538.37,4878.646,1239.6,1087.674,959.4191,1597.445,875.8639,3505.915,3427.914,2462.067,932.785,767.3842,3833.486,2885.364,2756.102,938.5481,2083.524,2551.031,263263,249631,76240,85989,76696,70832,315134,152922,241807,109499,83430,185812,17025.98,23752.76,8086.17,18522.21,9495.559,4085.004,5301.904,469.5877,3134.05,3043.632,1282.37,4355.98,2671.04,737.8209,326.7456,403.4302,778.7029,1438.22,3164.778,1224.004,1052.346,5750.497,140248,85232,141652,273156,117261,65144,144208,458.9409,4367.003,58472,612764.2
"63",537,"Factor #537",23.9743,115,9079.338,3856.979,6414.905,8929.403,5091.018,841.386,3382.924,609.8326,2080.662,1566.34,198946.9,117156.5,45879.44,91608.51,101108.6,79829.69,10959.05,7665.678,17618.61,3595.613,13905.36,14301.6,9634.822,17318.49,6997.289,17431.23,7887.46,6052.664,1782.314,803.6094,2847.69,1390.876,2386.858,889.027,354.3512,916.1085,643.5204,929.8937,676.336,5931.259,359.5179,1125.019,101480,85920,82856,145187,201605,16049.04,8947.401,14843.36,23652.89,14116.22,6903.533,4150.399,1247.915,1781.439,2180.274,3013.191,1396.329,4657.597,2984.782,2188.26,733.9921,565.1979,2818.325,2094.535,2597.235,534.0019,1646.405,2025.891,192194,75405,273855,253789.2,112968,174344,237842,170121,65856,155548,69680,61301,6473.959,14271.79,19400.14,14440.82,5718.455,2261.418,3265.952,2058.616,3194.799,4096.843,1792.425,1787.498,2353.63,2609.681,181.4303,191.7436,621.0996,1125.489,2366.091,363.7813,862.9299,3664.626,87694,94666,72344,93561,88303,79895,187316,203.2618,1361.136,59456,105103
"64",526,"Factor #526",24.0291,115,12965.32,5977.889,9493.384,12525.8,8444.49,1317.934,4625.638,1036.144,3741.69,2051.371,1901240,232676,128941.3,203828.9,193382.1,112485.8,18998.44,37902.2,18388.96,22106.54,19699.8,9021.065,30646.18,17761.57,26199.57,14911.67,29919.84,9591.719,12135.17,8254.18,7207.955,7530.523,5752.557,4220.352,6533.074,1246.801,1008.882,2432.071,7252.354,12911.04,10096.94,7694.696,81442,300469,167865,96940,416555,8846.899,44678.24,9598.824,6460.387,17513.35,16092.85,7769.851,8375.897,3298.454,3066.514,5219.737,4124.574,1441.246,6657.119,8042.041,1934.196,1712.146,1668.794,1856.165,3868.357,4727.259,11685.7,13418.21,346819,246041,87562,88672,69416,346389,173670,238429,165859,68305,204377,72749,28820.37,38880.43,70793.07,38435.52,23463.99,5574.866,7230.198,8543.554,8600.051,9122.103,5896.834,6474.27,11656.58,6125.044,857.7756,1112.974,1316.238,2487.573,14587.37,4985.269,5608.181,7571.212,163456,78802,62928,144157,240012,66832,58440,1273.728,7411.31,79675,160279
"65",524,"Factor #524",24.0436,115,11521.84,5205.92,8366.95,11187.87,7252.791,1143.448,4183.818,887.1487,3171.591,1864.329,900316.5,105795,106097.6,77965.59,82458.96,35930.24,15574.33,11064.92,11813.61,14496.86,11370.69,6558.566,17603.61,15287.11,3225.579,14451.35,22768.36,22566.87,7641.15,4608.71,7380.881,6381.057,12453.15,4805.779,1774.75,461.9072,1098.618,2462.885,11265.67,10596.84,7103.063,5245.282,90528,93577,88763,223571,187524,2025.06,37843.22,8118.771,12223.96,15118.96,21773.01,5293.98,9849.962,7451.185,868.6681,3908.358,8267.777,4773.838,2489.228,2593.111,1641.669,1284.951,1553.595,7533.821,3405.039,3924.838,5739.863,6736.148,313749,245444,77494,288284,81597,66854,98099,82253,223955,213865,76880,134586,13347.82,20908.49,19179.87,36405.17,38310.17,5742.736,14666.27,1237.325,4386.533,6235.806,1885.638,1101.168,7295.969,6393.086,1428.224,1314.936,2682.489,6084.072,4454.24,5811.45,1983.823,3953.566,85296,1271699,240403,83160,61490,125544,150008,707.0195,6213.905,104498,128972
"66",544,"Factor #544",24.0553,115,9316.048,3980.904,6592.682,9127.846,5290.36,870.1333,3459.006,635.8134,2185.559,1593.005,503083.4,126672.1,53236.46,101391.1,105942.7,92131.64,10755.62,2980.75,12538.25,3675.535,9631.582,8909.39,16844.98,15117.61,14959.71,4000.202,2496.774,11442.62,1060.397,1132.003,2917.255,1047.684,4475.464,1922.214,855.3935,1330.821,912.1528,1051.432,2947.525,6448.652,851.1083,2520.849,174092,84216,76864,65792,163333,1012.355,11444.15,983.0615,2133.094,13566.16,11497,4364.097,1215.438,1121.655,2425.158,4148.204,1074.879,5142.505,3111.626,640.8541,833.756,667.1719,3311.384,2491.986,2671.591,582.0958,1856.252,2147.908,385283,79577,111056,252397,182284,83634,65424,67320,62688,63762,69432,281361,11842.47,15529.63,9422.779,9088.562,11808.16,1777.27,3128.206,2474.633,2052.773,5350.973,1837.846,1833.399,5817.585,3039.627,258.304,308.2236,861.2258,1392,4019.803,397.0899,953.7005,4346.35,106658,150460,214421,90715,232121,57304,144528.7,344.8731,4091.436,214715,149772
"67",523,"Factor #523",24.1945,115,9658.203,4172.087,6854.021,9462.045,5659.211,914.8962,3606.296,668.8164,2366.246,1638.535,144244,132525.1,61202.27,108293.5,116813.8,106210.1,7663.302,3664.03,16952.76,3793.608,4473.704,5947.7,12772.31,6255.968,6744.532,13935.85,2609,6841.731,3079.698,961.9386,3149.735,1781.978,2521.83,2938.463,2380.045,1870.223,1273.521,1251.535,1058.177,7227.872,438.1383,1507.247,121287,83320,709685.8,122058,240893,8298.56,4515.513,2834.529,27645.11,8840.715,4935.805,4796.462,1695.971,1200.567,2552.624,3457.597,1498.964,5051.349,3284.376,2129.401,1012.03,802.5644,4070.534,3046.94,2836.006,655.663,2122.176,2344.46,120145,72647,117952,82856,215820,147653,166936,142602,117264,109070,154851,137449,7323.815,7303.008,6572.317,6200.448,8585.96,2433.414,3983.008,2307.38,3662.542,3449.624,1464.882,1938.828,2781.007,3305.067,345.7617,422.6226,507.5375,1498.144,4731.16,450.778,1109.285,6230.415,90050,74947,88286,61293,254135.5,223107,242669.5,432.014,3582.975,114168,69539
"68",513,"Factor #513",24.57,115,1509.473,2183.014,4050.59,5729.969,4823.928,1528.329,843.7393,1360.499,347.3445,55.97965,403387.3,201915.1,599377.8,105921.9,33524.45,61199.87,3740.603,836.1522,87885,1447.852,419915,167267,30242,71374,48354,2120.89,930.1851,531641,293.2207,119419,25598,227598,321.1459,594.1387,178.8497,226.8395,219.6592,573.1428,663.8495,448.0195,322.9342,605.3334,232090.2,2481763,3134517,339989.6,1141836,975.8725,3159.843,2681.865,2750.354,780.3866,559.7137,140.9818,115.5033,134862,1031409,297937,240169,17382,315910,257.9976,523.0396,257.1857,248.2328,752.1367,350.3741,223.8402,140.4454,228.596,485867.6,687180,472574.5,4919500,2351993,477925,1254982,223425.1,521434.7,250849.5,5255854,1094462,84470,2358.741,5627.696,78133,722.0434,86312,136823,44623,65511,250744,460625,2321266,323342,206115,410.5527,274.055,400.1933,836.857,257.3213,398.196,325.9574,291.9614,543313.9,889475,241463.1,8471929,44195847,433068.1,244074.6,1658.996,269.228,386623,171274.7
"69",582,"Factor #582",25.6183,115,92534.82,69201.36,83751.93,74333.57,213346.4,43976.5,36883.86,34329.99,34051.7,26176,17886964,5209443,5609122,3785876,3993131,4475356,325622.1,248020.2,220431.7,107918,92994,264597.3,262154.2,213288.9,252048.8,197818.8,97047,268522.1,114699.1,55239.6,65879.57,45147,15194,18283,63956.17,19528,85067.82,69074.48,90019.08,18044,38662,15941,21248829,21762153,4769624,18540763,16947314,268551.6,253060.8,260450.2,272253.7,227012.5,26951,14971,49009.32,18883,20775,27145,90848.49,77926.13,28449,65793.4,19826,28764,97443.06,106462.3,97948.11,17035,25579,95300.72,3993148,20913082,4813374,23040713,4804500,17230643,16925653,4827976,16339109,16056964,15256349,12588624,115439,249178,239077.6,272747.1,130286,67460.19,18418,61103.23,60486.96,76359.45,25041,36980.21,48405.46,22743,31198,29786,23353,88736.81,103713.9,92314.11,86205.85,90376.89,10851106,19815372,7668057,16537838,16730018,8562850,15704430,16074,33433,14114323,13592760
"70",583,"Factor #583",25.8163,115,93811.65,69547.27,84348.82,75455.94,213309.1,38728.31,36867.66,34312.02,34041.75,26176,5547740,5174927,4957255,4809259,3678304,4739366,61007,81337,120530,77460,67814,90862,59167,208201.7,252059.3,53544,86892,102903,24538,28656,30684,21114,13846,22952,24876,26011,30143,15635,23816,93874.36,45458,91788.34,21248829,21750195,19071567,18536376,16947314,266009.5,251589.7,257579.6,272253.7,226927.7,263435.3,65260.58,63923.01,24867,76682.44,21439,67551.36,83315.48,73222.19,50232.81,33615,68922.96,97524.45,106530.8,98049.48,81916.83,99117.04,95318.65,21819323,20913082,19757530,88496,18037732,17230643,16920556,18194876,16339109,1195685,15251671,12588624,253877.8,249098.4,238603.4,54965,264134.3,68931.94,55803.42,56433.63,16652,19652,55941.57,11232,48193.13,27506,88493.1,85726.65,82312.05,88786.45,30978,25689,21841,90475.44,21020112,71680,16289207,16537838,16730292,6013291,15704560,64695.12,25267,14114323,13591843
"71",581,"Factor #581",29.4049,115,91656.65,74847.71,78549.34,63320.49,213567.6,41878.62,36889.27,34308.56,34038.03,26178.62,7639546,4652450,5004288,4969848,3755140,4566279,122463,102241,132332,130835,87048,108686,276825.4,235126.6,280503.4,31266,57465,265877.8,94110.66,24648,32462,52856.38,20595,22903,68650.44,29044,85094.46,18296,20255,27464,31659,91812.6,21248829,21762153,6493299,9592035,16947314,106781,88397,257333.9,116034,80044,112648,20465,14511,26315,34490,25975,28447,21722,17163,31224,24576,24802,97443.06,31210,34261,45541,38303,22034,9408307,20913082,6003483,5190945,7877060,17230643,16925653,7348945,2417695,9147684,15256349,141033,123445,82279,298655.6,82685,85884,28645,20560,19654,27927,27461,20477,20796,30627,27588,26867,19401,19955,37825,35983,46866,36124,16469,5184756,1628330,1307198,16537838,1975550,7749467,3707083,18700,29294,14443283,11864943
